Causas (lista reducida);Sexo;Edad;Lugar de residencia;Total
001 Enfermedades infecciosas intestinales;Hombres;De 45 a 49 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 50 a 54 años;Mismo municipio;2
001 Enfermedades infecciosas intestinales;Hombres;De 50 a 54 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Hombres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 50 a 54 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 50 a 54 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 55 a 59 años;Mismo municipio;2
001 Enfermedades infecciosas intestinales;Hombres;De 55 a 59 años;Otro municipio de la misma provincia;2
001 Enfermedades infecciosas intestinales;Hombres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 55 a 59 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 55 a 59 años;Extranjero;1
001 Enfermedades infecciosas intestinales;Hombres;De 60 a 64 años;Mismo municipio;8
001 Enfermedades infecciosas intestinales;Hombres;De 60 a 64 años;Otro municipio de la misma provincia;3
001 Enfermedades infecciosas intestinales;Hombres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 60 a 64 años;Otra Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Hombres;De 60 a 64 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 65 a 69 años;Mismo municipio;4
001 Enfermedades infecciosas intestinales;Hombres;De 65 a 69 años;Otro municipio de la misma provincia;4
001 Enfermedades infecciosas intestinales;Hombres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 65 a 69 años;Otra Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Hombres;De 65 a 69 años;Extranjero;1
001 Enfermedades infecciosas intestinales;Hombres;De 70 a 74 años;Mismo municipio;15
001 Enfermedades infecciosas intestinales;Hombres;De 70 a 74 años;Otro municipio de la misma provincia;12
001 Enfermedades infecciosas intestinales;Hombres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Hombres;De 70 a 74 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 70 a 74 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 75 a 79 años;Mismo municipio;17
001 Enfermedades infecciosas intestinales;Hombres;De 75 a 79 años;Otro municipio de la misma provincia;23
001 Enfermedades infecciosas intestinales;Hombres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 75 a 79 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 75 a 79 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 80 a 84 años;Mismo municipio;32
001 Enfermedades infecciosas intestinales;Hombres;De 80 a 84 años;Otro municipio de la misma provincia;31
001 Enfermedades infecciosas intestinales;Hombres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 80 a 84 años;Otra Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Hombres;De 80 a 84 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 85 a 89 años;Mismo municipio;55
001 Enfermedades infecciosas intestinales;Hombres;De 85 a 89 años;Otro municipio de la misma provincia;32
001 Enfermedades infecciosas intestinales;Hombres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;3
001 Enfermedades infecciosas intestinales;Hombres;De 85 a 89 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 85 a 89 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 90 a 94 años;Mismo municipio;31
001 Enfermedades infecciosas intestinales;Hombres;De 90 a 94 años;Otro municipio de la misma provincia;25
001 Enfermedades infecciosas intestinales;Hombres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 90 a 94 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 90 a 94 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Hombres;De 95 años y más;Mismo municipio;14
001 Enfermedades infecciosas intestinales;Hombres;De 95 años y más;Otro municipio de la misma provincia;10
001 Enfermedades infecciosas intestinales;Hombres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Hombres;De 95 años y más;Otra Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Hombres;De 95 años y más;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;Menores de 1 año;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;Menores de 1 año;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;Menores de 1 año;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;Menores de 1 año;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 1 a 4 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 1 a 4 años;Otro municipio de la misma provincia;1
001 Enfermedades infecciosas intestinales;Mujeres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 1 a 4 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 1 a 4 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 5 a 9 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 5 a 9 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 5 a 9 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 5 a 9 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 10 a 14 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 10 a 14 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 10 a 14 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 10 a 14 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 15 a 19 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 15 a 19 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 15 a 19 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 15 a 19 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 20 a 24 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 20 a 24 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 20 a 24 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 20 a 24 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 25 a 29 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 25 a 29 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 25 a 29 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 25 a 29 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 30 a 34 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 30 a 34 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 30 a 34 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 30 a 34 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 35 a 39 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 35 a 39 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 35 a 39 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 35 a 39 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 40 a 44 años;Mismo municipio;0
001 Enfermedades infecciosas intestinales;Mujeres;De 40 a 44 años;Otro municipio de la misma provincia;1
001 Enfermedades infecciosas intestinales;Mujeres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 40 a 44 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 40 a 44 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 45 a 49 años;Mismo municipio;2
001 Enfermedades infecciosas intestinales;Mujeres;De 45 a 49 años;Otro municipio de la misma provincia;0
001 Enfermedades infecciosas intestinales;Mujeres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 45 a 49 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 45 a 49 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 50 a 54 años;Mismo municipio;4
001 Enfermedades infecciosas intestinales;Mujeres;De 50 a 54 años;Otro municipio de la misma provincia;1
001 Enfermedades infecciosas intestinales;Mujeres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 50 a 54 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 50 a 54 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 55 a 59 años;Mismo municipio;5
001 Enfermedades infecciosas intestinales;Mujeres;De 55 a 59 años;Otro municipio de la misma provincia;2
001 Enfermedades infecciosas intestinales;Mujeres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Mujeres;De 55 a 59 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 55 a 59 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 60 a 64 años;Mismo municipio;5
001 Enfermedades infecciosas intestinales;Mujeres;De 60 a 64 años;Otro municipio de la misma provincia;2
001 Enfermedades infecciosas intestinales;Mujeres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 60 a 64 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 60 a 64 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 65 a 69 años;Mismo municipio;4
001 Enfermedades infecciosas intestinales;Mujeres;De 65 a 69 años;Otro municipio de la misma provincia;5
001 Enfermedades infecciosas intestinales;Mujeres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 65 a 69 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 65 a 69 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 70 a 74 años;Mismo municipio;11
001 Enfermedades infecciosas intestinales;Mujeres;De 70 a 74 años;Otro municipio de la misma provincia;4
001 Enfermedades infecciosas intestinales;Mujeres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 70 a 74 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 70 a 74 años;Extranjero;1
001 Enfermedades infecciosas intestinales;Mujeres;De 75 a 79 años;Mismo municipio;18
001 Enfermedades infecciosas intestinales;Mujeres;De 75 a 79 años;Otro municipio de la misma provincia;12
001 Enfermedades infecciosas intestinales;Mujeres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;2
001 Enfermedades infecciosas intestinales;Mujeres;De 75 a 79 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 75 a 79 años;Extranjero;1
001 Enfermedades infecciosas intestinales;Mujeres;De 80 a 84 años;Mismo municipio;42
001 Enfermedades infecciosas intestinales;Mujeres;De 80 a 84 años;Otro municipio de la misma provincia;57
001 Enfermedades infecciosas intestinales;Mujeres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;8
001 Enfermedades infecciosas intestinales;Mujeres;De 80 a 84 años;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 80 a 84 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 85 a 89 años;Mismo municipio;94
001 Enfermedades infecciosas intestinales;Mujeres;De 85 a 89 años;Otro municipio de la misma provincia;77
001 Enfermedades infecciosas intestinales;Mujeres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;7
001 Enfermedades infecciosas intestinales;Mujeres;De 85 a 89 años;Otra Comunidad Autónoma;3
001 Enfermedades infecciosas intestinales;Mujeres;De 85 a 89 años;Extranjero;0
001 Enfermedades infecciosas intestinales;Mujeres;De 90 a 94 años;Mismo municipio;82
001 Enfermedades infecciosas intestinales;Mujeres;De 90 a 94 años;Otro municipio de la misma provincia;68
001 Enfermedades infecciosas intestinales;Mujeres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;1
001 Enfermedades infecciosas intestinales;Mujeres;De 90 a 94 años;Otra Comunidad Autónoma;4
001 Enfermedades infecciosas intestinales;Mujeres;De 90 a 94 años;Extranjero;1
001 Enfermedades infecciosas intestinales;Mujeres;De 95 años y más;Mismo municipio;54
001 Enfermedades infecciosas intestinales;Mujeres;De 95 años y más;Otro municipio de la misma provincia;24
001 Enfermedades infecciosas intestinales;Mujeres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 95 años y más;Otra Comunidad Autónoma;0
001 Enfermedades infecciosas intestinales;Mujeres;De 95 años y más;Extranjero;0
002 Tuberculosis y sus efectos tardíos;Hombres;Menores de 1 año;Mismo municipio;0
002 Tuberculosis y sus efectos tardíos;Hombres;Menores de 1 año;Otro municipio de la misma provincia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;Menores de 1 año;Otra Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;Menores de 1 año;Extranjero;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 1 a 4 años;Mismo municipio;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 1 a 4 años;Otro municipio de la misma provincia;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 1 a 4 años;Otra Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 1 a 4 años;Extranjero;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 5 a 9 años;Mismo municipio;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 5 a 9 años;Otro municipio de la misma provincia;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 5 a 9 años;Otra Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 5 a 9 años;Extranjero;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 10 a 14 años;Mismo municipio;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 10 a 14 años;Otro municipio de la misma provincia;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 10 a 14 años;Otra Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 10 a 14 años;Extranjero;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 15 a 19 años;Mismo municipio;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 15 a 19 años;Otro municipio de la misma provincia;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 15 a 19 años;Otra Comunidad Autónoma;0
002 Tuberculosis y sus efectos tardíos;Hombres;De 15 a 19 años;Extranjero;0
